timestamp,sourceIP,destinationIP,source port,destination port,Protocol,traffic type
2026-07-07T14:54:50.043Z,172.19.54.2,10.123.255.204,52622,3389,TCP,rdp
2026-07-07T14:54:50.118Z,172.18.151.185,151.101.1.140,54670,443,TCP,https
2026-07-07T14:54:50.204Z,10.50.158.97,1.1.1.1,60025,53,TCP,dns_tcp
2026-07-07T14:54:50.277Z,10.0.184.219,10.85.209.40,59172,160,UDP,snmp
2026-07-07T14:54:50.349Z,10.160.145.241,1.1.1.1,57508,54,UDP,dns_udp
2026-07-07T14:54:50.411Z,192.168.7.50,9.9.9.9,61633,52,UDP,dns_udp
2026-07-07T14:54:50.470Z,10.100.236.209,1.0.0.1,54141,21,TCP,ftp
2026-07-07T14:54:50.551Z,172.24.74.252,104.16.132.229,60141,80,TCP,http
2026-07-07T14:54:50.622Z,172.26.22.41,192.168.136.234,57435,444,TCP,https
2026-07-07T14:54:50.676Z,172.22.176.208,93.184.216.34,62330,444,TCP,https
2026-07-07T14:54:50.765Z,192.168.68.243,172.23.246.125,63671,445,TCP,smb
2026-07-07T14:54:50.831Z,192.168.66.239,9.9.9.9,50987,53,UDP,dns_udp
2026-07-07T14:54:50.917Z,172.22.67.231,151.101.1.140,62538,444,TCP,https
2026-07-07T14:54:50.990Z,172.20.84.234,74.125.200.100,57786,22,TCP,ssh
2026-07-07T14:54:51.090Z,172.20.227.176,216.239.35.0,62961,124,UDP,ntp
2026-07-07T14:54:51.189Z,192.168.202.83,104.16.132.229,55386,443,TCP,https
2026-07-07T14:54:51.257Z,10.250.27.181,104.16.132.229,61291,443,TCP,https
2026-07-07T14:54:51.345Z,10.136.209.27,93.184.216.34,63168,443,TCP,https
2026-07-07T14:54:51.419Z,172.18.52.3,74.125.200.100,56200,25,TCP,smtp
2026-07-07T14:54:51.489Z,10.191.213.155,104.16.132.229,58955,79,TCP,http
2026-07-07T14:54:51.574Z,172.22.247.29,151.101.1.140,63078,79,TCP,http
2026-07-07T14:54:51.648Z,172.24.85.250,151.101.1.140,61883,442,TCP,https
2026-07-07T14:54:51.739Z,192.168.68.59,151.101.1.140,57555,442,TCP,https
2026-07-07T14:54:51.813Z,10.196.72.154,8.8.8.8,54568,53,UDP,dns_udp
2026-07-07T14:54:51.889Z,172.20.217.83,151.101.1.140,56013,443,TCP,https
2026-07-07T14:54:51.955Z,172.22.93.219,31.13.71.36,51214,22,TCP,ssh
2026-07-07T14:54:52.032Z,192.168.168.249,93.184.216.34,58558,80,TCP,http
2026-07-07T14:54:52.106Z,10.159.147.55,93.184.216.34,49427,80,TCP,http
2026-07-07T14:54:52.189Z,192.168.181.229,104.16.132.229,49424,442,TCP,https
2026-07-07T14:54:52.294Z,192.168.154.212,104.16.132.229,51791,443,TCP,https
2026-07-07T14:54:52.381Z,172.26.243.36,104.16.132.229,60950,442,TCP,https
2026-07-07T14:54:52.463Z,172.16.117.146,10.34.197.132,60244,54,UDP,dns_udp
2026-07-07T14:54:52.525Z,172.21.204.70,104.16.132.229,51278,80,TCP,http
2026-07-07T14:54:52.590Z,10.157.165.7,172.29.191.90,52007,3306,TCP,mysql
2026-07-07T14:54:52.666Z,172.28.61.216,151.101.1.140,62062,443,TCP,https
2026-07-07T14:54:52.741Z,10.61.233.31,93.184.216.34,58772,442,TCP,https
2026-07-07T14:54:52.826Z,10.218.223.123,192.168.44.55,56066,80,TCP,http
2026-07-07T14:54:52.901Z,10.251.130.23,93.184.216.34,51300,443,TCP,https
2026-07-07T14:54:52.990Z,172.29.69.140,104.16.132.229,52737,81,TCP,http
2026-07-07T14:54:53.080Z,10.136.222.185,31.13.71.36,64614,465,TCP,smtps
2026-07-07T14:54:53.155Z,172.20.249.164,13.107.42.14,56329,22,TCP,ftp
2026-07-07T14:54:53.240Z,172.17.212.49,93.184.216.34,49983,443,TCP,https
2026-07-07T14:54:53.313Z,10.167.127.24,93.184.216.34,50071,443,TCP,https
2026-07-07T14:54:53.386Z,10.120.47.133,192.168.210.209,56359,443,TCP,https
2026-07-07T14:54:53.451Z,172.24.154.213,104.16.132.229,58717,80,TCP,http
2026-07-07T14:54:53.534Z,10.212.104.53,9.9.9.9,59132,53,UDP,dns_udp
2026-07-07T14:54:53.618Z,172.30.173.135,13.107.42.14,0,0,ICMP,icmp
2026-07-07T14:54:53.705Z,192.168.139.1,172.26.61.251,51817,3389,TCP,rdp
2026-07-07T14:54:53.788Z,192.168.215.17,104.16.132.229,60667,444,TCP,https
2026-07-07T14:54:53.861Z,192.168.62.154,93.184.216.34,60719,80,TCP,http
2026-07-07T14:54:53.939Z,10.243.195.18,104.16.132.229,56477,80,TCP,http
2026-07-07T14:54:54.032Z,172.16.95.48,10.14.93.166,65534,389,TCP,ldap
2026-07-07T14:54:54.132Z,172.23.141.1,8.8.8.8,62143,53,TCP,dns_tcp
2026-07-07T14:54:54.211Z,172.25.167.18,93.184.216.34,55209,444,TCP,https
2026-07-07T14:54:54.275Z,192.168.95.57,93.184.216.34,50449,442,TCP,https
2026-07-07T14:54:54.348Z,10.19.70.180,192.168.110.93,58528,443,TCP,https
2026-07-07T14:54:54.423Z,10.114.39.116,151.101.1.140,49431,443,TCP,https
2026-07-07T14:54:54.503Z,192.168.47.249,151.101.1.140,62256,80,TCP,http
2026-07-07T14:54:54.602Z,192.168.21.198,74.125.200.100,62125,25,TCP,smtp
2026-07-07T14:54:54.702Z,172.20.164.139,104.16.132.229,54686,81,TCP,http
2026-07-07T14:54:54.789Z,172.19.215.102,93.184.216.34,56671,443,TCP,https
2026-07-07T14:54:54.877Z,192.168.30.158,208.67.222.222,58653,22,TCP,ssh
2026-07-07T14:54:54.965Z,192.168.182.16,208.67.222.222,54066,21,TCP,ftp
2026-07-07T14:54:55.038Z,10.65.218.179,31.13.71.36,60771,143,TCP,imap
2026-07-07T14:54:55.137Z,172.21.153.254,8.8.4.4,53684,53,UDP,dns_udp
2026-07-07T14:54:55.241Z,172.19.129.16,104.16.132.229,57399,442,TCP,https
2026-07-07T14:54:55.322Z,192.168.121.3,151.101.1.140,63833,80,TCP,http
2026-07-07T14:54:55.404Z,172.28.42.40,208.67.222.222,56850,111,TCP,pop3
2026-07-07T14:54:55.471Z,10.176.177.179,192.168.229.34,57515,81,TCP,http
2026-07-07T14:54:55.535Z,10.31.17.108,10.241.186.41,57213,88,UDP,kerberos
2026-07-07T14:54:55.621Z,192.168.113.35,185.125.190.58,63050,24,TCP,smtp
2026-07-07T14:54:55.699Z,192.168.51.39,192.168.34.70,61907,637,TCP,ldaps
2026-07-07T14:54:55.790Z,172.28.55.60,74.125.200.100,53068,22,TCP,ssh
2026-07-07T14:54:55.870Z,192.168.53.42,151.101.1.140,50292,80,TCP,http
2026-07-07T14:54:55.947Z,192.168.114.185,104.16.132.229,54937,443,TCP,https
2026-07-07T14:54:56.031Z,10.51.151.213,185.125.190.58,65178,992,TCP,imaps
2026-07-07T14:54:56.112Z,192.168.26.7,104.16.132.229,52507,80,TCP,http
2026-07-07T14:54:56.216Z,172.26.244.190,151.101.1.140,59112,81,TCP,http
2026-07-07T14:54:56.304Z,10.62.156.9,10.205.172.231,50042,3306,TCP,mysql
2026-07-07T14:54:56.384Z,172.23.46.142,8.8.8.8,50743,52,UDP,dns_udp
2026-07-07T14:54:56.458Z,172.20.235.104,10.85.224.204,54090,87,UDP,kerberos
2026-07-07T14:54:56.543Z,10.102.248.100,8.8.8.8,65203,53,TCP,dns_tcp
2026-07-07T14:54:56.634Z,172.23.158.213,104.16.132.229,58716,80,TCP,http
2026-07-07T14:54:56.720Z,172.29.124.167,104.16.132.229,61297,79,TCP,http
2026-07-07T14:54:56.793Z,10.71.178.193,104.16.132.229,62371,80,TCP,http
2026-07-07T14:54:56.883Z,192.168.105.185,93.184.216.34,54767,80,TCP,http
2026-07-07T14:54:56.972Z,172.26.138.21,10.38.132.153,55010,87,UDP,kerberos
2026-07-07T14:54:57.065Z,192.168.254.107,10.106.24.90,64987,161,UDP,snmp
2026-07-07T14:54:57.166Z,172.24.136.33,93.184.216.34,49376,80,TCP,http
2026-07-07T14:54:57.245Z,10.217.81.205,151.101.1.140,63558,443,TCP,https
2026-07-07T14:54:57.335Z,10.107.21.137,93.184.216.34,64955,443,TCP,https
2026-07-07T14:54:57.414Z,172.21.130.177,93.184.216.34,58091,80,TCP,http
2026-07-07T14:54:57.517Z,10.101.184.73,172.21.48.202,49864,445,TCP,smb
2026-07-07T14:54:57.592Z,192.168.73.157,13.107.42.14,61945,23,TCP,ssh
2026-07-07T14:54:57.704Z,192.168.64.136,151.101.1.140,64506,80,TCP,http
2026-07-07T14:54:57.779Z,10.117.98.30,192.168.102.25,60341,390,TCP,ldap
2026-07-07T14:54:57.868Z,172.31.88.70,93.184.216.34,51368,79,TCP,http
2026-07-07T14:54:57.952Z,172.16.88.232,1.1.1.1,65393,54,UDP,dns_udp
2026-07-07T14:54:58.044Z,172.19.237.81,93.184.216.34,62301,81,TCP,http
2026-07-07T14:54:58.118Z,10.126.147.83,8.8.4.4,61150,52,UDP,dns_udp
2026-07-07T14:54:58.203Z,10.103.161.97,1.0.0.1,62587,22,TCP,ssh
2026-07-07T14:54:58.264Z,10.114.37.238,172.21.10.186,57637,3306,TCP,mysql
2026-07-07T14:54:58.327Z,10.49.198.41,216.239.35.0,53008,122,UDP,ntp
2026-07-07T14:54:58.411Z,192.168.247.87,192.168.182.212,53964,3389,TCP,rdp
2026-07-07T14:54:58.475Z,172.18.36.170,93.184.216.34,61354,79,TCP,http
2026-07-07T14:54:58.537Z,10.51.47.132,151.101.1.140,63861,443,TCP,https
2026-07-07T14:54:58.623Z,192.168.218.88,93.184.216.34,63360,80,TCP,http
2026-07-07T14:54:58.708Z,192.168.36.205,185.125.190.58,59856,994,TCP,imaps
2026-07-07T14:54:58.779Z,172.20.104.162,185.125.190.58,59744,22,TCP,ftp
2026-07-07T14:54:58.862Z,192.168.25.33,13.107.42.14,59476,23,TCP,ssh
2026-07-07T14:54:58.954Z,172.21.29.129,104.16.132.229,55546,80,TCP,http
2026-07-07T14:54:59.019Z,10.149.146.102,93.184.216.34,55920,443,TCP,https
2026-07-07T14:54:59.089Z,10.63.99.224,151.101.1.140,57718,443,TCP,https
2026-07-07T14:54:59.150Z,172.31.131.139,10.133.8.89,52680,636,TCP,ldaps
2026-07-07T14:54:59.215Z,172.25.44.147,8.8.4.4,58647,53,UDP,dns_udp
2026-07-07T14:54:59.318Z,10.255.24.89,1.1.1.1,51156,52,UDP,dns_udp
2026-07-07T14:54:59.391Z,10.119.227.171,93.184.216.34,49418,443,TCP,https
2026-07-07T14:54:59.482Z,172.30.117.41,151.101.1.140,64691,81,TCP,http
2026-07-07T14:54:59.554Z,10.84.15.200,151.101.1.140,59235,79,TCP,http
2026-07-07T14:54:59.634Z,172.19.42.12,93.184.216.34,55012,442,TCP,https
2026-07-07T14:54:59.718Z,172.17.149.73,104.16.132.229,58224,444,TCP,https
2026-07-07T14:54:59.791Z,10.1.122.91,172.21.49.200,50544,443,TCP,https
2026-07-07T14:54:59.870Z,10.230.253.149,31.13.71.36,62737,1883,TCP,mqtt
2026-07-07T14:54:59.959Z,10.172.44.30,172.24.239.138,51501,443,TCP,https
2026-07-07T14:55:00.053Z,10.88.10.208,104.16.132.229,52745,79,TCP,http
2026-07-07T14:55:00.129Z,172.29.163.40,104.16.132.229,49270,443,TCP,https
2026-07-07T14:55:00.192Z,192.168.154.222,104.16.132.229,59461,80,TCP,http
2026-07-07T14:55:00.269Z,10.7.90.126,192.168.167.88,65224,3305,TCP,mysql
2026-07-07T14:55:00.351Z,192.168.19.119,172.17.248.7,52005,636,TCP,ldaps
2026-07-07T14:55:00.431Z,172.31.242.196,172.22.3.235,58464,87,UDP,kerberos
2026-07-07T14:55:00.511Z,10.37.170.244,192.168.45.17,49466,88,UDP,kerberos
2026-07-07T14:55:00.590Z,10.55.11.84,172.22.116.174,52087,79,TCP,http
2026-07-07T14:55:00.670Z,192.168.185.66,93.184.216.34,60587,80,TCP,http
2026-07-07T14:55:00.720Z,10.23.13.235,74.125.200.100,65179,465,TCP,smtps
2026-07-07T14:55:00.800Z,172.30.237.215,172.24.197.25,63476,444,TCP,smb
2026-07-07T14:55:00.886Z,172.27.190.186,151.101.1.140,62189,442,TCP,https
2026-07-07T14:55:00.968Z,192.168.159.75,10.120.31.45,65391,160,UDP,snmp
2026-07-07T14:55:01.046Z,192.168.123.160,93.184.216.34,64366,443,TCP,https
2026-07-07T14:55:01.122Z,10.213.192.55,10.122.157.225,52428,88,UDP,kerberos
2026-07-07T14:55:01.185Z,10.121.182.38,1.1.1.1,50079,54,UDP,dns_udp
2026-07-07T14:55:01.259Z,172.19.16.223,9.9.9.9,60900,53,UDP,dns_udp
2026-07-07T14:55:01.333Z,192.168.148.5,8.8.8.8,53544,52,UDP,dns_udp
2026-07-07T14:55:01.407Z,10.228.174.119,104.16.132.229,56159,443,TCP,https
2026-07-07T14:55:01.481Z,10.224.10.99,1.0.0.1,62125,5683,UDP,coap
2026-07-07T14:55:01.558Z,10.44.181.87,104.16.132.229,61976,79,TCP,http
2026-07-07T14:55:01.643Z,172.28.97.248,208.67.222.222,0,0,ICMP,icmp
2026-07-07T14:55:01.727Z,10.107.113.177,104.16.132.229,58822,80,TCP,http
2026-07-07T14:55:01.794Z,172.23.208.220,8.8.4.4,58870,53,UDP,dns_udp
2026-07-07T14:55:01.882Z,172.25.50.26,104.16.132.229,49675,444,TCP,https
2026-07-07T14:55:01.955Z,10.103.102.9,93.184.216.34,64964,443,TCP,https
2026-07-07T14:55:02.017Z,172.19.168.249,192.168.164.239,52317,445,TCP,smb
2026-07-07T14:55:02.118Z,192.168.247.72,104.16.132.229,55978,442,TCP,https
2026-07-07T14:55:02.197Z,172.20.246.218,93.184.216.34,60636,443,TCP,https
2026-07-07T14:55:02.294Z,192.168.114.239,104.16.132.229,58742,80,TCP,http
2026-07-07T14:55:02.368Z,192.168.138.205,151.101.1.140,59027,81,TCP,http
2026-07-07T14:55:02.465Z,192.168.1.103,10.251.2.133,56620,23,TCP,ssh
2026-07-07T14:55:02.544Z,172.30.22.118,104.16.132.229,50489,80,TCP,http
2026-07-07T14:55:02.631Z,192.168.104.124,172.20.175.253,63548,161,UDP,snmp
2026-07-07T14:55:02.704Z,192.168.82.232,93.184.216.34,64165,81,TCP,http
2026-07-07T14:55:02.787Z,10.70.100.119,31.13.71.36,61745,143,TCP,imap
2026-07-07T14:55:02.856Z,10.115.170.255,104.16.132.229,52667,443,TCP,https
2026-07-07T14:55:02.920Z,172.16.210.30,93.184.216.34,52087,81,TCP,http
2026-07-07T14:55:03.022Z,172.26.245.126,172.20.209.64,62953,3389,TCP,rdp
2026-07-07T14:55:03.095Z,10.94.243.186,31.13.71.36,49713,143,TCP,imap
2026-07-07T14:55:03.184Z,192.168.152.106,172.21.168.43,57273,3306,TCP,mysql
2026-07-07T14:55:03.263Z,172.17.191.3,8.8.8.8,56939,53,UDP,dns_udp
2026-07-07T14:55:03.339Z,172.30.14.163,104.16.132.229,61796,442,TCP,https
2026-07-07T14:55:03.423Z,192.168.127.4,192.168.209.102,50826,444,TCP,smb
2026-07-07T14:55:03.516Z,172.23.57.14,8.8.4.4,64303,54,UDP,dns_udp
2026-07-07T14:55:03.601Z,10.108.202.51,8.8.4.4,52178,53,UDP,dns_udp
2026-07-07T14:55:03.677Z,192.168.84.202,104.16.132.229,65471,444,TCP,https
2026-07-07T14:55:03.781Z,10.190.2.183,93.184.216.34,51060,443,TCP,https
2026-07-07T14:55:03.869Z,10.108.134.74,172.30.81.124,59797,80,TCP,http
2026-07-07T14:55:03.929Z,172.16.199.14,172.30.164.165,58323,442,TCP,https
2026-07-07T14:55:04.009Z,192.168.223.78,151.101.1.140,61823,443,TCP,https
2026-07-07T14:55:04.081Z,10.189.226.139,10.33.34.103,60687,3390,TCP,rdp
2026-07-07T14:55:04.161Z,192.168.31.34,93.184.216.34,59291,442,TCP,https
2026-07-07T14:55:04.241Z,10.35.23.35,172.19.37.199,65444,3306,TCP,mysql
2026-07-07T14:55:04.323Z,10.16.168.100,151.101.1.140,52258,443,TCP,https
2026-07-07T14:55:04.393Z,192.168.74.200,151.101.1.140,55169,80,TCP,http
2026-07-07T14:55:04.470Z,172.25.139.149,93.184.216.34,53186,80,TCP,http
2026-07-07T14:55:04.544Z,192.168.206.66,104.16.132.229,54133,442,TCP,https
2026-07-07T14:55:04.644Z,10.244.207.143,10.65.53.161,56372,52,UDP,dns_udp
2026-07-07T14:55:04.722Z,10.253.253.65,93.184.216.34,49457,444,TCP,https
2026-07-07T14:55:04.818Z,10.175.75.170,8.8.4.4,52944,52,UDP,dns_udp
2026-07-07T14:55:04.908Z,172.30.247.122,93.184.216.34,51770,80,TCP,http
2026-07-07T14:55:04.989Z,192.168.85.26,151.101.1.140,58591,80,TCP,http
2026-07-07T14:55:05.082Z,172.21.119.130,151.101.1.140,50622,443,TCP,https
2026-07-07T14:55:05.159Z,192.168.232.87,185.125.190.58,52070,110,TCP,pop3
2026-07-07T14:55:05.255Z,192.168.222.210,93.184.216.34,58092,80,TCP,http
2026-07-07T14:55:05.334Z,10.22.117.57,93.184.216.34,55459,81,TCP,http
2026-07-07T14:55:05.430Z,172.27.24.123,10.182.16.130,60142,3390,TCP,rdp
2026-07-07T14:55:05.516Z,10.159.29.128,185.125.190.58,57722,22,TCP,ssh
2026-07-07T14:55:05.615Z,172.20.208.70,13.107.42.14,61554,22,TCP,ssh
2026-07-07T14:55:05.721Z,192.168.111.149,172.29.74.159,64735,22,TCP,ssh
2026-07-07T14:55:05.808Z,172.20.172.181,31.13.71.36,49641,22,TCP,ssh
2026-07-07T14:55:05.891Z,192.168.45.166,8.8.4.4,61045,52,UDP,dns_udp
2026-07-07T14:55:05.980Z,192.168.176.74,13.107.42.14,57702,21,TCP,ftp
2026-07-07T14:55:06.061Z,192.168.119.226,151.101.1.140,53741,444,TCP,https
2026-07-07T14:55:06.134Z,192.168.227.46,93.184.216.34,50848,79,TCP,http
2026-07-07T14:55:06.217Z,192.168.50.31,9.9.9.9,49943,53,UDP,dns_udp
2026-07-07T14:55:06.303Z,10.115.147.109,151.101.1.140,56718,81,TCP,http
2026-07-07T14:55:06.393Z,10.25.216.220,151.101.1.140,62264,79,TCP,http
2026-07-07T14:55:06.475Z,192.168.22.235,151.101.1.140,63074,80,TCP,http
2026-07-07T14:55:06.539Z,192.168.40.89,93.184.216.34,60321,80,TCP,http
2026-07-07T14:55:06.618Z,172.21.186.216,172.28.95.61,61765,80,TCP,http
2026-07-07T14:55:06.690Z,172.29.199.233,192.168.61.28,50358,442,TCP,https
2026-07-07T14:55:06.775Z,172.25.249.1,151.101.1.140,54513,444,TCP,https
2026-07-07T14:55:06.852Z,172.27.211.93,172.19.61.220,55725,443,TCP,https
2026-07-07T14:55:06.925Z,10.31.118.153,151.101.1.140,57890,81,TCP,http
2026-07-07T14:55:06.988Z,10.87.155.159,104.16.132.229,58363,80,TCP,http
2026-07-07T14:55:07.057Z,192.168.250.174,13.107.42.14,58520,25,TCP,smtp
2026-07-07T14:55:07.143Z,172.26.95.11,8.8.8.8,63707,53,TCP,dns_tcp
2026-07-07T14:55:07.240Z,10.216.229.214,10.195.146.45,64120,636,TCP,ldaps
2026-07-07T14:55:07.315Z,10.167.144.140,93.184.216.34,63381,79,TCP,http
2026-07-07T14:55:07.381Z,172.16.200.101,151.101.1.140,53380,442,TCP,https
2026-07-07T14:55:07.451Z,10.223.154.78,93.184.216.34,62189,443,TCP,https
2026-07-07T14:55:07.545Z,172.20.66.52,104.16.132.229,50506,443,TCP,https
2026-07-07T14:55:07.626Z,172.16.126.80,192.168.51.197,59932,3389,TCP,rdp
2026-07-07T14:55:07.708Z,172.30.176.22,172.28.96.195,62218,80,TCP,http
2026-07-07T14:55:07.787Z,172.22.94.243,185.125.190.58,61192,143,TCP,imap
2026-07-07T14:55:07.862Z,10.183.252.182,192.168.124.229,56753,445,TCP,smb
2026-07-07T14:55:07.940Z,10.17.219.100,104.16.132.229,59759,80,TCP,http
2026-07-07T14:55:08.015Z,172.21.114.150,93.184.216.34,58958,444,TCP,https
2026-07-07T14:55:08.079Z,172.17.130.126,1.1.1.1,57381,52,UDP,dns_udp
2026-07-07T14:55:08.174Z,172.27.73.95,93.184.216.34,64860,79,TCP,http
2026-07-07T14:55:08.262Z,10.108.68.210,93.184.216.34,49595,443,TCP,https
2026-07-07T14:55:08.335Z,192.168.130.211,208.67.222.222,63060,21,TCP,ftp
2026-07-07T14:55:08.413Z,10.250.250.121,104.16.132.229,58523,443,TCP,https
2026-07-07T14:55:08.498Z,192.168.21.173,192.168.34.123,52474,445,TCP,smb
2026-07-07T14:55:08.567Z,192.168.228.118,74.125.200.100,52968,22,TCP,ssh
2026-07-07T14:55:08.649Z,10.9.60.94,172.18.107.94,57683,636,TCP,ldaps
2026-07-07T14:55:08.722Z,192.168.189.138,93.184.216.34,55821,443,TCP,https
2026-07-07T14:55:08.773Z,192.168.149.225,151.101.1.140,52036,443,TCP,https
2026-07-07T14:55:08.852Z,10.144.11.60,208.67.222.222,53504,993,TCP,imaps
2026-07-07T14:55:08.954Z,192.168.173.142,104.16.132.229,50872,79,TCP,http
2026-07-07T14:55:09.046Z,172.28.96.170,151.101.1.140,58363,443,TCP,https
2026-07-07T14:55:09.136Z,10.39.229.52,74.125.200.100,60256,144,TCP,imap
2026-07-07T14:55:09.211Z,192.168.195.213,8.8.4.4,65178,53,TCP,dns_tcp
2026-07-07T14:55:09.295Z,10.7.79.227,8.8.4.4,58506,53,UDP,dns_udp
2026-07-07T14:55:09.377Z,192.168.119.205,104.16.132.229,60510,442,TCP,https
2026-07-07T14:55:09.450Z,10.97.210.52,10.1.78.107,65415,445,TCP,smb
2026-07-07T14:55:09.557Z,10.205.4.11,151.101.1.140,52524,443,TCP,https
2026-07-07T14:55:09.643Z,172.22.165.115,93.184.216.34,54152,80,TCP,http
2026-07-07T14:55:09.707Z,172.22.64.69,151.101.1.140,55478,79,TCP,http
2026-07-07T14:55:09.787Z,172.17.5.39,151.101.1.140,53168,79,TCP,http
2026-07-07T14:55:09.871Z,10.69.228.58,104.16.132.229,56778,80,TCP,http
2026-07-07T14:55:09.944Z,192.168.96.137,151.101.1.140,62678,80,TCP,http
2026-07-07T14:55:10.005Z,10.200.149.156,93.184.216.34,58626,442,TCP,https
2026-07-07T14:55:10.095Z,172.30.229.39,8.8.8.8,60970,53,UDP,dns_udp
2026-07-07T14:55:10.167Z,192.168.72.139,74.125.200.100,0,0,ICMP,icmp
2026-07-07T14:55:10.242Z,192.168.150.105,104.16.132.229,58703,81,TCP,http
2026-07-07T14:55:10.315Z,192.168.170.106,208.67.222.222,60504,20,TCP,ftp
2026-07-07T14:55:10.383Z,10.164.151.25,192.168.245.135,49939,3389,TCP,rdp
2026-07-07T14:55:10.446Z,10.80.154.253,192.168.199.147,52743,80,TCP,http
2026-07-07T14:55:10.533Z,192.168.146.220,172.16.104.132,59796,442,TCP,https
2026-07-07T14:55:10.618Z,192.168.130.49,151.101.1.140,53428,443,TCP,https
2026-07-07T14:55:10.703Z,172.26.46.255,151.101.1.140,54860,443,TCP,https
2026-07-07T14:55:10.787Z,172.28.17.37,104.16.132.229,57156,80,TCP,http
2026-07-07T14:55:10.869Z,10.132.14.171,93.184.216.34,63819,443,TCP,https
2026-07-07T14:55:10.918Z,172.19.24.52,8.8.4.4,59682,53,UDP,dns_udp
2026-07-07T14:55:11.008Z,192.168.188.220,208.67.222.222,0,0,ICMP,icmp
2026-07-07T14:55:11.093Z,172.28.165.209,151.101.1.140,57326,443,TCP,https
2026-07-07T14:55:11.184Z,10.182.120.122,162.159.200.1,54617,123,UDP,ntp
2026-07-07T14:55:11.275Z,10.96.213.64,13.107.42.14,54969,21,TCP,ftp
2026-07-07T14:55:11.352Z,172.20.29.206,93.184.216.34,50491,80,TCP,http
2026-07-07T14:55:11.435Z,192.168.84.244,9.9.9.9,60252,54,UDP,dns_udp
2026-07-07T14:55:11.495Z,10.170.106.167,151.101.1.140,59666,443,TCP,https
2026-07-07T14:55:11.564Z,172.26.250.245,10.117.199.116,0,0,ICMP,icmp
2026-07-07T14:55:11.669Z,172.16.110.103,31.13.71.36,54537,144,TCP,imap
2026-07-07T14:55:11.772Z,172.22.116.221,151.101.1.140,62246,80,TCP,http
2026-07-07T14:55:11.849Z,172.18.104.153,162.159.200.1,62257,122,UDP,ntp
2026-07-07T14:55:11.917Z,10.117.22.139,8.8.4.4,59378,53,UDP,dns_udp
2026-07-07T14:55:11.996Z,192.168.243.127,10.108.182.142,61714,80,TCP,http
2026-07-07T14:55:12.073Z,172.17.71.99,13.107.42.14,53571,993,TCP,imaps
2026-07-07T14:55:12.143Z,172.29.238.200,74.125.200.100,65429,23,TCP,ssh
2026-07-07T14:55:12.231Z,10.81.121.213,192.168.123.52,56480,390,TCP,ldap
2026-07-07T14:55:12.323Z,172.19.102.88,93.184.216.34,50034,444,TCP,https
2026-07-07T14:55:12.395Z,172.31.230.57,31.13.71.36,51564,464,TCP,smtps
2026-07-07T14:55:12.464Z,172.29.37.23,93.184.216.34,56404,444,TCP,https
2026-07-07T14:55:12.545Z,10.223.175.55,185.125.190.58,54954,143,TCP,imap
2026-07-07T14:55:12.632Z,192.168.248.62,9.9.9.9,53969,53,UDP,dns_udp
2026-07-07T14:55:12.719Z,192.168.214.211,9.9.9.9,63056,52,UDP,dns_udp
2026-07-07T14:55:12.799Z,192.168.127.165,104.16.132.229,64264,80,TCP,http
2026-07-07T14:55:12.882Z,10.172.175.126,104.16.132.229,56832,442,TCP,https
2026-07-07T14:55:12.961Z,10.244.183.81,192.168.98.230,64285,22,TCP,ssh
2026-07-07T14:55:13.046Z,172.17.254.229,104.16.132.229,65297,443,TCP,https
2026-07-07T14:55:13.132Z,192.168.175.236,208.67.222.222,58236,143,TCP,imap
2026-07-07T14:55:13.213Z,172.22.202.43,1.0.0.1,0,0,ICMP,icmp
2026-07-07T14:55:13.306Z,10.129.57.104,8.8.4.4,50439,54,UDP,dns_udp
2026-07-07T14:55:13.375Z,10.222.128.246,151.101.1.140,58406,444,TCP,https
2026-07-07T14:55:13.443Z,172.26.162.85,151.101.1.140,57954,79,TCP,http
2026-07-07T14:55:13.522Z,172.30.160.96,172.23.131.208,51771,53,UDP,dns_udp
2026-07-07T14:55:13.595Z,10.140.80.89,9.9.9.9,57874,53,UDP,dns_udp
2026-07-07T14:55:13.677Z,192.168.112.236,74.125.200.100,57323,464,TCP,smtps
2026-07-07T14:55:13.749Z,192.168.147.129,93.184.216.34,53338,79,TCP,http
2026-07-07T14:55:13.833Z,192.168.44.12,104.16.132.229,59096,443,TCP,https
2026-07-07T14:55:13.903Z,10.98.141.76,13.107.42.14,63591,21,TCP,ftp
2026-07-07T14:55:13.998Z,10.45.25.62,151.101.1.140,63713,80,TCP,http
2026-07-07T14:55:14.074Z,192.168.202.219,93.184.216.34,64755,443,TCP,https
2026-07-07T14:55:14.226Z,172.25.64.146,1.1.1.1,52808,52,TCP,dns_tcp
2026-07-07T14:55:14.300Z,192.168.192.205,93.184.216.34,55113,80,TCP,http
2026-07-07T14:55:14.383Z,172.28.9.61,10.194.155.188,53039,5432,TCP,postgresql
2026-07-07T14:55:14.458Z,10.209.47.53,13.107.42.14,50599,22,TCP,ssh
2026-07-07T14:55:14.524Z,192.168.32.179,13.107.42.14,52406,1882,TCP,mqtt
2026-07-07T14:55:14.603Z,192.168.95.187,104.16.132.229,58156,444,TCP,https
2026-07-07T14:55:14.683Z,10.181.181.116,93.184.216.34,63756,443,TCP,https
2026-07-07T14:55:14.786Z,10.150.165.67,1.1.1.1,58620,53,UDP,dns_udp
