timestamp,sourceIP,destinationIP,source port,destination port,Protocol,traffic type,action,note,ml_probability
2026-07-07T15:22:16.245Z,192.168.100.214,193.248.176.101,59531,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:22:17.809Z,192.168.29.97,206.228.146.182,56419,5433,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9900
2026-07-07T15:22:18.120Z,10.203.8.254,225.76.30.163,57929,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:22:18.737Z,172.29.40.213,130.140.146.6,56610,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:22:19.487Z,10.79.4.135,195.88.101.178,50678,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9843
2026-07-07T15:22:20.843Z,10.49.201.93,183.191.16.170,55001,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:22:26.428Z,10.236.103.249,192.193.187.205,52937,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:22:27.047Z,10.218.162.105,185.232.157.166,53298,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9506
2026-07-07T15:22:29.680Z,10.151.79.221,160.15.81.224,62982,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9640
2026-07-07T15:22:30.146Z,192.168.224.134,7.43.95.223,63688,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9754
2026-07-07T15:22:30.935Z,192.168.50.69,131.68.171.127,50029,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9688
2026-07-07T15:22:31.109Z,172.28.101.242,133.246.58.72,60188,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:22:32.409Z,10.130.128.78,239.202.57.62,61720,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:22:32.825Z,172.18.128.166,42.230.179.178,57927,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:22:33.113Z,172.21.28.40,186.74.80.61,59944,160,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9743
2026-07-07T15:22:34.601Z,172.31.209.196,131.151.51.15,61717,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:22:34.999Z,10.178.117.255,43.203.169.201,60470,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:22:36.468Z,172.27.197.51,41.146.129.243,64203,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:22:37.863Z,10.51.206.44,143.164.78.84,52347,3305,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9772
2026-07-07T15:22:38.151Z,172.30.41.31,153.54.205.9,63800,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:22:38.479Z,10.107.127.85,188.76.77.78,63228,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:22:41.535Z,192.168.17.212,83.15.225.207,49812,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9910
2026-07-07T15:22:41.819Z,172.17.56.222,233.103.159.107,60771,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:22:41.949Z,192.168.9.75,81.17.51.170,57778,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9573
2026-07-07T15:22:42.235Z,192.168.96.237,97.115.4.215,54601,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9576
2026-07-07T15:22:42.906Z,172.30.17.239,162.94.22.212,51145,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:22:42.952Z,172.21.166.168,60.171.64.20,62562,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9791
2026-07-07T15:22:43.410Z,10.17.17.48,197.143.74.180,65077,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9859
2026-07-07T15:22:43.869Z,10.135.120.55,75.94.36.170,56795,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:22:44.070Z,172.22.169.67,146.82.13.236,55957,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9781
2026-07-07T15:22:44.256Z,10.71.225.46,220.121.161.195,58126,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:22:44.980Z,192.168.142.250,186.52.184.56,52069,635,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9804
2026-07-07T15:22:45.029Z,192.168.99.0,210.28.178.120,56889,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:22:47.456Z,192.168.98.26,223.235.240.124,55612,388,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9508
2026-07-07T15:22:47.623Z,10.196.147.178,205.231.248.75,61861,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9820
2026-07-07T15:22:49.970Z,10.153.244.224,199.224.232.223,61115,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9741
2026-07-07T15:22:52.082Z,192.168.163.32,129.112.48.163,50014,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9605
2026-07-07T15:22:53.418Z,192.168.227.238,71.20.189.247,54378,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:22:55.169Z,172.17.34.25,175.27.213.167,63934,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9827
2026-07-07T15:22:55.693Z,192.168.158.71,156.66.103.190,61649,5433,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9950
2026-07-07T15:22:56.106Z,192.168.107.124,99.12.145.167,59828,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9801
2026-07-07T15:22:57.267Z,10.226.56.45,235.132.173.99,56336,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9864
2026-07-07T15:22:57.364Z,10.161.162.170,142.175.116.2,55340,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9839
2026-07-07T15:22:59.206Z,10.224.178.62,24.248.134.180,57292,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9568
2026-07-07T15:23:08.621Z,172.25.118.178,66.180.38.128,65150,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9845
2026-07-07T15:23:09.632Z,192.168.252.211,61.136.64.135,55790,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:23:11.028Z,192.168.166.100,25.168.194.50,51768,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9456
2026-07-07T15:23:11.886Z,192.168.101.199,156.171.94.173,54797,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9656
2026-07-07T15:23:13.950Z,172.25.48.78,56.167.32.98,49700,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9555
2026-07-07T15:23:14.311Z,10.223.126.84,218.183.11.24,65297,3305,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9535
2026-07-07T15:23:14.732Z,172.24.217.89,73.208.144.75,50782,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9781
2026-07-07T15:23:15.165Z,192.168.85.193,230.180.252.243,62803,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9798
2026-07-07T15:23:15.338Z,192.168.231.28,130.177.156.207,51515,635,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9792
2026-07-07T15:23:16.488Z,172.22.76.99,176.246.120.10,60975,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9741
2026-07-07T15:23:20.729Z,10.59.149.230,210.86.213.82,61454,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9741
2026-07-07T15:23:22.597Z,10.176.45.215,7.78.235.171,51685,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9909
2026-07-07T15:23:23.548Z,192.168.168.159,104.249.140.132,57704,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:23:24.586Z,10.156.196.113,70.104.146.246,63915,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:23:25.693Z,192.168.138.217,170.39.78.0,52944,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:23:27.406Z,192.168.185.96,90.129.1.147,61005,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:23:29.538Z,192.168.91.124,74.132.156.17,63221,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9634
2026-07-07T15:23:29.697Z,192.168.236.69,96.82.253.124,56902,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9568
2026-07-07T15:23:30.839Z,192.168.190.60,231.87.86.115,64215,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9770
2026-07-07T15:23:34.002Z,172.18.232.190,214.207.223.10,50312,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9450
2026-07-07T15:23:34.336Z,10.213.29.68,28.77.166.166,50726,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9750
2026-07-07T15:23:34.500Z,10.79.215.42,119.231.148.250,60967,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:23:34.946Z,192.168.22.26,97.134.23.137,52621,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:23:36.654Z,192.168.161.101,153.8.121.35,63640,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:23:36.908Z,172.16.41.116,4.103.155.120,58617,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:23:37.829Z,10.160.246.126,100.220.132.113,58328,160,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9743
2026-07-07T15:23:38.511Z,172.31.118.172,168.205.130.219,63101,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:23:39.475Z,10.247.192.158,115.234.129.73,62760,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:23:39.939Z,192.168.53.242,201.22.149.245,52936,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9791
2026-07-07T15:23:42.183Z,172.25.178.121,2.172.101.4,55173,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:23:44.198Z,10.135.76.253,154.128.79.48,55550,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9526
2026-07-07T15:23:44.428Z,192.168.126.94,65.237.181.208,64566,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9798
2026-07-07T15:23:44.612Z,10.160.15.202,54.116.33.163,64763,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9859
2026-07-07T15:23:44.706Z,10.222.37.151,91.130.96.187,64412,444,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9430
2026-07-07T15:23:47.627Z,172.21.79.20,180.196.128.239,65435,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9548
2026-07-07T15:23:49.343Z,10.246.100.225,163.75.89.100,63024,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:23:49.703Z,172.25.246.189,94.24.199.48,54997,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:23:50.313Z,10.134.210.213,161.200.181.58,62425,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9643
2026-07-07T15:23:53.080Z,192.168.198.99,161.115.63.93,63331,160,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9750
2026-07-07T15:23:53.809Z,192.168.217.163,60.132.49.186,53418,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9811
2026-07-07T15:23:54.914Z,10.72.137.168,97.59.103.180,50441,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9450
2026-07-07T15:23:56.052Z,172.22.132.107,173.214.161.104,61992,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:23:58.699Z,192.168.65.122,134.173.134.255,56101,390,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9578
2026-07-07T15:23:59.409Z,172.19.96.251,86.119.115.104,65366,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9798
2026-07-07T15:23:59.460Z,172.19.74.123,113.114.18.18,52719,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9828
2026-07-07T15:23:59.658Z,192.168.106.166,11.221.95.218,61708,3305,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9772
2026-07-07T15:24:00.398Z,172.22.121.253,22.242.23.110,62761,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9909
2026-07-07T15:24:02.117Z,10.188.243.144,185.97.92.41,56524,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:24:03.865Z,10.222.232.130,159.110.154.109,59745,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:24:06.735Z,10.127.39.125,17.65.66.203,51040,446,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9733
2026-07-07T15:24:08.793Z,172.26.178.157,121.185.206.110,65118,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:24:09.966Z,192.168.29.157,238.217.52.253,58492,388,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9552
2026-07-07T15:24:10.104Z,172.20.71.226,229.71.119.230,61889,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9643
2026-07-07T15:24:10.734Z,192.168.254.156,234.200.229.221,49342,5433,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9897
2026-07-07T15:24:10.925Z,172.18.152.227,38.199.61.63,60169,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9838
